route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible,brigade
PKS,1,"1_2486647^Y+","Żabinko/",1,416574,0,115
PKS,1,"1_2486650^Y+","Żabinko/",1,416574,0,115
PKS,1,"1_2486652^Y+","Żabinko/",1,416574,0,115
PKS,1,"1_2486655^Y+","Żabinko/",1,416574,0,116
PKS,1,"1_2486667^Y+","Żabinko/",1,416574,0,245
PKS,1,"1_2486669^Y+","Żabinko/",1,416574,0,312
PKS,1,"1_2486671^Y+","Żabinko/",1,416574,0,349
PKS,1,"1_2486646^Y+","Poznań Główny",0,416575,0,115
PKS,1,"1_2486651^Y+","Poznań Główny",0,416575,0,115
PKS,1,"1_2486653^Y+","Poznań Główny",0,416575,0,115
PKS,1,"1_2486654^Y+","Poznań Główny",0,416575,0,116
PKS,1,"1_2486660^Y+","Poznań Główny",0,416575,0,207
PKS,1,"1_2486668^Y+","Poznań Główny",0,416575,0,312
PKS,1,"1_2486670^Y+","Poznań Główny",0,416575,0,349
PKS,1,"1_2486649^Y","Żabinko/",1,416587,0,115
PKS,1,"1_2486666^Y","Żabinko/",1,416587,0,230
PKS,1,"1_2486675^Y","Żabinko/",1,416587,0,918
PKS,1,"1_2486677^Y","Żabinko/",1,416587,0,918
PKS,1,"1_2486658^A,Y","Radzewice/II",1,416588,0,158
PKS,1,"1_2486659^A,Y","Radzewice/II",1,416588,0,158
PKS,1,"1_2486662^A,Y","Radzewice/II",1,416589,0,218
PKS,1,"1_2486664^A,Y","Radzewice/II",1,416589,0,219
PKS,1,"1_2486648^A,Y","Mosina/Dworzec Kolejowy",0,416590,0,115
PKS,1,"1_2486665^A,Y","Mosina/Dworzec Kolejowy",0,416590,0,230
PKS,1,"1_2486674^A,Y","Mosina/Dworzec Kolejowy",0,416590,0,918
PKS,1,"1_2486676^A,Y","Mosina/Dworzec Kolejowy",0,416590,0,918
PKS,1,"1_2486656^Y","Poznań Główny",0,416591,0,158
PKS,1,"1_2486657^Y","Poznań Główny",0,416591,0,158
PKS,1,"1_2486661^Y","Poznań Główny",0,416592,0,218
PKS,1,"1_2486663^Y","Poznań Główny",0,416592,0,219
PKS,1,"1_2486672^B,Y","Dymaczewo Nowe/",0,416593,0,402
PKS,1,"1_2486673^B,Y","Dymaczewo Nowe/",0,416593,0,402
PKS,3,"3_2486704^Y+","Żabinko/",1,416574,0,115
PKS,5,"5_2486814^Y+","Żabinko/",1,416574,0,115
PKS,5,"5_2486817^Y+","Żabinko/",1,416574,0,115
PKS,5,"5_2486819^Y+","Żabinko/",1,416574,0,115
PKS,5,"5_2486822^Y+","Żabinko/",1,416574,0,116
PKS,5,"5_2486834^Y+","Żabinko/",1,416574,0,245
PKS,5,"5_2486836^Y+","Żabinko/",1,416574,0,312
PKS,5,"5_2486838^Y+","Żabinko/",1,416574,0,349
PKS,5,"5_2486813^Y+","Poznań Główny",0,416575,0,115
PKS,5,"5_2486818^Y+","Poznań Główny",0,416575,0,115
PKS,5,"5_2486820^Y+","Poznań Główny",0,416575,0,115
PKS,5,"5_2486821^Y+","Poznań Główny",0,416575,0,116
PKS,5,"5_2486827^Y+","Poznań Główny",0,416575,0,207
PKS,5,"5_2486835^Y+","Poznań Główny",0,416575,0,312
PKS,5,"5_2486837^Y+","Poznań Główny",0,416575,0,349
PKS,5,"5_2486816^Y","Żabinko/",1,416587,0,115
PKS,5,"5_2486833^Y","Żabinko/",1,416587,0,230
PKS,5,"5_2486842^Y","Żabinko/",1,416587,0,918
PKS,5,"5_2486844^Y","Żabinko/",1,416587,0,918
PKS,5,"5_2486825^A,Y","Radzewice/II",1,416588,0,158
PKS,5,"5_2486826^A,Y","Radzewice/II",1,416588,0,158
PKS,5,"5_2486829^A,Y","Radzewice/II",1,416589,0,218
PKS,5,"5_2486831^A,Y","Radzewice/II",1,416589,0,219
PKS,5,"5_2486815^A,Y","Mosina/Dworzec Kolejowy",0,416590,0,115
PKS,5,"5_2486832^A,Y","Mosina/Dworzec Kolejowy",0,416590,0,230
PKS,5,"5_2486841^A,Y","Mosina/Dworzec Kolejowy",0,416590,0,918
PKS,5,"5_2486843^A,Y","Mosina/Dworzec Kolejowy",0,416590,0,918
PKS,5,"5_2486823^Y","Poznań Główny",0,416591,0,158
PKS,5,"5_2486824^Y","Poznań Główny",0,416591,0,158
PKS,5,"5_2486828^Y","Poznań Główny",0,416592,0,218
PKS,5,"5_2486830^Y","Poznań Główny",0,416592,0,219
PKS,5,"5_2486839^B,Y","Dymaczewo Nowe/",0,416593,0,402
PKS,5,"5_2486840^B,Y","Dymaczewo Nowe/",0,416593,0,402
PKS,7,"7_2486936^Y+","Żabinko/",1,416574,0,115
PKS,7,"7_2486939^Y+","Żabinko/",1,416574,0,115
PKS,7,"7_2486941^Y+","Żabinko/",1,416574,0,115
PKS,7,"7_2486944^Y+","Żabinko/",1,416574,0,116
PKS,7,"7_2486956^Y+","Żabinko/",1,416574,0,245
PKS,7,"7_2486958^Y+","Żabinko/",1,416574,0,312
PKS,7,"7_2486960^Y+","Żabinko/",1,416574,0,349
PKS,7,"7_2486935^Y+","Poznań Główny",0,416575,0,115
PKS,7,"7_2486940^Y+","Poznań Główny",0,416575,0,115
PKS,7,"7_2486942^Y+","Poznań Główny",0,416575,0,115
PKS,7,"7_2486943^Y+","Poznań Główny",0,416575,0,116
PKS,7,"7_2486949^Y+","Poznań Główny",0,416575,0,207
PKS,7,"7_2486957^Y+","Poznań Główny",0,416575,0,312
PKS,7,"7_2486959^Y+","Poznań Główny",0,416575,0,349
PKS,7,"7_2486938^Y","Żabinko/",1,416587,0,115
PKS,7,"7_2486955^Y","Żabinko/",1,416587,0,230
PKS,7,"7_2486964^Y","Żabinko/",1,416587,0,918
PKS,7,"7_2486966^Y","Żabinko/",1,416587,0,918
PKS,7,"7_2486947^A,Y","Radzewice/II",1,416588,0,158
PKS,7,"7_2486948^A,Y","Radzewice/II",1,416588,0,158
PKS,7,"7_2486951^A,Y","Radzewice/II",1,416589,0,218
PKS,7,"7_2486953^A,Y","Radzewice/II",1,416589,0,219
PKS,7,"7_2486937^A,Y","Mosina/Dworzec Kolejowy",0,416590,0,115
PKS,7,"7_2486954^A,Y","Mosina/Dworzec Kolejowy",0,416590,0,230
PKS,7,"7_2486963^A,Y","Mosina/Dworzec Kolejowy",0,416590,0,918
PKS,7,"7_2486965^A,Y","Mosina/Dworzec Kolejowy",0,416590,0,918
PKS,7,"7_2486945^Y","Poznań Główny",0,416591,0,158
PKS,7,"7_2486946^Y","Poznań Główny",0,416591,0,158
PKS,7,"7_2486950^Y","Poznań Główny",0,416592,0,218
PKS,7,"7_2486952^Y","Poznań Główny",0,416592,0,219
PKS,7,"7_2486961^B,Y","Dymaczewo Nowe/",0,416593,0,402
PKS,7,"7_2486962^B,Y","Dymaczewo Nowe/",0,416593,0,402
0,4,"4_3017027^H+","27 Grudnia - Teatr Polski",1,500701,0,1
0,4,"4_3017028^H+","27 Grudnia - Teatr Polski",1,500701,0,1
0,4,"4_3017029^H+","27 Grudnia - Teatr Polski",1,500701,0,1
0,4,"4_3017030^H+","27 Grudnia - Teatr Polski",1,500701,0,1
0,4,"4_3017031^H+","27 Grudnia - Teatr Polski",1,500701,0,1
1,1,"1_3022669^N+","Franowo",0,500706,1,1
1,1,"1_3022671^N+","Franowo",0,500706,1,1
1,1,"1_3022673^N+","Franowo",0,500706,1,1
1,1,"1_3022675^N+","Franowo",0,500706,1,1
1,1,"1_3022677^N+","Franowo",0,500706,1,1
1,1,"1_3022679^N+","Franowo",0,500706,1,1
1,1,"1_3022681^N+","Franowo",0,500706,1,1
1,1,"1_3022683^N+","Franowo",0,500706,1,1
1,1,"1_3022685^N+","Franowo",0,500706,1,1
1,1,"1_3022687^N+","Franowo",0,500706,1,1
1,1,"1_3022694^N+","Franowo",0,500706,1,2
1,1,"1_3022696^N+","Franowo",0,500706,1,2
1,1,"1_3022698^N+","Franowo",0,500706,1,2
1,1,"1_3022700^N+","Franowo",0,500706,1,2
1,1,"1_3022702^N+","Franowo",0,500706,1,2
1,1,"1_3022704^N+","Franowo",0,500706,1,2
1,1,"1_3022706^N+","Franowo",0,500706,1,2
1,1,"1_3022708^N+","Franowo",0,500706,1,2
1,1,"1_3022714^N+","Franowo",0,500706,1,3
1,1,"1_3022716^N+","Franowo",0,500706,1,3
1,1,"1_3022718^N+","Franowo",0,500706,1,3
1,1,"1_3022720^N+","Franowo",0,500706,1,3
1,1,"1_3022722^N+","Franowo",0,500706,1,3
1,1,"1_3022724^N+","Franowo",0,500706,1,3
1,1,"1_3022726^N+","Franowo",0,500706,1,3
1,1,"1_3022728^N+","Franowo",0,500706,1,3
1,1,"1_3022734^N+","Franowo",0,500706,1,4
1,1,"1_3022736^N+","Franowo",0,500706,1,4
1,1,"1_3022738^N+","Franowo",0,500706,1,4
1,1,"1_3022740^N+","Franowo",0,500706,1,4
1,1,"1_3022742^N+","Franowo",0,500706,1,4
1,1,"1_3022744^N+","Franowo",0,500706,1,4
1,1,"1_3022746^N+","Franowo",0,500706,1,4
1,1,"1_3022748^N+","Franowo",0,500706,1,4
1,1,"1_3022750^N+","Franowo",0,500706,1,4
1,1,"1_3022752^N+","Franowo",0,500706,1,4
1,1,"1_3022759^N+","Franowo",0,500706,1,5
1,1,"1_3022761^N+","Franowo",0,500706,1,5
1,1,"1_3022763^N+","Franowo",0,500706,1,5
1,1,"1_3022765^N+","Franowo",0,500706,1,5
1,1,"1_3022767^N+","Franowo",0,500706,1,5
1,1,"1_3022769^N+","Franowo",0,500706,1,5
1,1,"1_3022771^N+","Franowo",0,500706,1,5
1,1,"1_3022778^N+","Franowo",0,500706,1,6
1,1,"1_3022780^N+","Franowo",0,500706,1,6
1,1,"1_3022782^N+","Franowo",0,500706,1,6
1,1,"1_3022784^N+","Franowo",0,500706,1,6
1,1,"1_3022786^N+","Franowo",0,500706,1,6
1,1,"1_3022788^N+","Franowo",0,500706,1,6
1,1,"1_3022790^N+","Franowo",0,500706,1,6
1,1,"1_3022792^N+","Franowo",0,500706,1,6
1,1,"1_3022794^N+","Franowo",0,500706,1,6
1,1,"1_3022801^N+","Franowo",0,500706,1,7
1,1,"1_3022803^N+","Franowo",0,500706,1,7
1,1,"1_3022805^N+","Franowo",0,500706,1,7
1,1,"1_3022807^N+","Franowo",0,500706,1,7
1,1,"1_3022809^N+","Franowo",0,500706,1,7
1,1,"1_3022811^N+","Franowo",0,500706,1,7
1,1,"1_3022813^N+","Franowo",0,500706,1,7
1,1,"1_3022815^N+","Franowo",0,500706,1,7
1,1,"1_3022817^N+","Franowo",0,500706,1,7
1,1,"1_3022824^N+","Franowo",0,500706,1,8
1,1,"1_3022826^N+","Franowo",0,500706,1,8
1,1,"1_3022828^N+","Franowo",0,500706,1,8
1,1,"1_3022830^N+","Franowo",0,500706,1,8
1,1,"1_3022832^N+","Franowo",0,500706,1,8
1,1,"1_3022834^N+","Franowo",0,500706,1,8
1,1,"1_3022836^N+","Franowo",0,500706,1,8
1,1,"1_3022838^N+","Franowo",0,500706,1,8
1,1,"1_3022844^N+","Franowo",0,500706,1,9
1,1,"1_3022846^N+","Franowo",0,500706,1,9
1,1,"1_3022670^N+","Junikowo",1,500707,1,1
1,1,"1_3022672^N+","Junikowo",1,500707,1,1
1,1,"1_3022674^N+","Junikowo",1,500707,1,1
1,1,"1_3022676^N+","Junikowo",1,500707,1,1
1,1,"1_3022678^N+","Junikowo",1,500707,1,1
1,1,"1_3022680^N+","Junikowo",1,500707,1,1
1,1,"1_3022682^N+","Junikowo",1,500707,1,1
1,1,"1_3022684^N+","Junikowo",1,500707,1,1
1,1,"1_3022686^N+","Junikowo",1,500707,1,1
1,1,"1_3022693^N+","Junikowo",1,500707,1,2
1,1,"1_3022695^N+","Junikowo",1,500707,1,2
1,1,"1_3022697^N+","Junikowo",1,500707,1,2
1,1,"1_3022699^N+","Junikowo",1,500707,1,2
1,1,"1_3022701^N+","Junikowo",1,500707,1,2
1,1,"1_3022703^N+","Junikowo",1,500707,1,2
1,1,"1_3022705^N+","Junikowo",1,500707,1,2
1,1,"1_3022707^N+","Junikowo",1,500707,1,2
1,1,"1_3022713^N+","Junikowo",1,500707,1,3
1,1,"1_3022715^N+","Junikowo",1,500707,1,3
1,1,"1_3022717^N+","Junikowo",1,500707,1,3
1,1,"1_3022719^N+","Junikowo",1,500707,1,3
1,1,"1_3022721^N+","Junikowo",1,500707,1,3
1,1,"1_3022723^N+","Junikowo",1,500707,1,3
1,1,"1_3022725^N+","Junikowo",1,500707,1,3
1,1,"1_3022727^N+","Junikowo",1,500707,1,3
1,1,"1_3022733^N+","Junikowo",1,500707,1,4
1,1,"1_3022735^N+","Junikowo",1,500707,1,4
1,1,"1_3022737^N+","Junikowo",1,500707,1,4
1,1,"1_3022739^N+","Junikowo",1,500707,1,4
1,1,"1_3022741^N+","Junikowo",1,500707,1,4
1,1,"1_3022743^N+","Junikowo",1,500707,1,4
1,1,"1_3022745^N+","Junikowo",1,500707,1,4
1,1,"1_3022747^N+","Junikowo",1,500707,1,4
1,1,"1_3022749^N+","Junikowo",1,500707,1,4
1,1,"1_3022751^N+","Junikowo",1,500707,1,4
1,1,"1_3022758^N+","Junikowo",1,500707,1,5
1,1,"1_3022760^N+","Junikowo",1,500707,1,5
1,1,"1_3022762^N+","Junikowo",1,500707,1,5
1,1,"1_3022764^N+","Junikowo",1,500707,1,5
1,1,"1_3022766^N+","Junikowo",1,500707,1,5
1,1,"1_3022768^N+","Junikowo",1,500707,1,5
1,1,"1_3022770^N+","Junikowo",1,500707,1,5
1,1,"1_3022777^N+","Junikowo",1,500707,1,6
1,1,"1_3022779^N+","Junikowo",1,500707,1,6
1,1,"1_3022781^N+","Junikowo",1,500707,1,6
1,1,"1_3022783^N+","Junikowo",1,500707,1,6
1,1,"1_3022785^N+","Junikowo",1,500707,1,6
1,1,"1_3022787^N+","Junikowo",1,500707,1,6
1,1,"1_3022789^N+","Junikowo",1,500707,1,6
1,1,"1_3022791^N+","Junikowo",1,500707,1,6
1,1,"1_3022793^N+","Junikowo",1,500707,1,6
1,1,"1_3022800^N+","Junikowo",1,500707,1,7
1,1,"1_3022802^N+","Junikowo",1,500707,1,7
1,1,"1_3022804^N+","Junikowo",1,500707,1,7
1,1,"1_3022806^N+","Junikowo",1,500707,1,7
1,1,"1_3022808^N+","Junikowo",1,500707,1,7
1,1,"1_3022810^N+","Junikowo",1,500707,1,7
1,1,"1_3022812^N+","Junikowo",1,500707,1,7
1,1,"1_3022814^N+","Junikowo",1,500707,1,7
1,1,"1_3022816^N+","Junikowo",1,500707,1,7
1,1,"1_3022823^N+","Junikowo",1,500707,1,8
1,1,"1_3022825^N+","Junikowo",1,500707,1,8
1,1,"1_3022827^N+","Junikowo",1,500707,1,8
1,1,"1_3022829^N+","Junikowo",1,500707,1,8
1,1,"1_3022831^N+","Junikowo",1,500707,1,8
1,1,"1_3022833^N+","Junikowo",1,500707,1,8
1,1,"1_3022835^N+","Junikowo",1,500707,1,8
1,1,"1_3022837^N+","Junikowo",1,500707,1,8
1,1,"1_3022843^N+","Junikowo",1,500707,1,9
1,1,"1_3022845^N+","Junikowo",1,500707,1,9
1,1,"1_3022757^N","Franowo",0,500744,1,5
1,1,"1_3022799^N","Franowo",0,500744,1,7
1,1,"1_3022668^N","Junikowo",1,500747,1,1
1,1,"1_3022688^N,S","Starołęka PKM",1,500751,1,1
1,1,"1_3022772^N,S","Starołęka PKM",1,500751,1,5
1,1,"1_3022818^N,S","Starołęka PKM",1,500751,1,7
1,3,"3_3014428^N+","Franowo",0,499841,1,1
1,3,"3_3014430^N+","Franowo",0,499841,1,1
1,3,"3_3014432^N+","Franowo",0,499841,1,1
1,3,"3_3014434^N+","Franowo",0,499841,1,1
1,3,"3_3014436^N+","Franowo",0,499841,1,1
1,3,"3_3014438^N+","Franowo",0,499841,1,1
1,3,"3_3014440^N+","Franowo",0,499841,1,1
1,3,"3_3014442^N+","Franowo",0,499841,1,1
1,3,"3_3014444^N+","Franowo",0,499841,1,1
1,3,"3_3014446^N+","Franowo",0,499841,1,1
1,3,"3_3014452^N+","Franowo",0,499841,1,2
1,3,"3_3014454^N+","Franowo",0,499841,1,2
1,3,"3_3014456^N+","Franowo",0,499841,1,2
1,3,"3_3014458^N+","Franowo",0,499841,1,2
1,3,"3_3014460^N+","Franowo",0,499841,1,2
1,3,"3_3014462^N+","Franowo",0,499841,1,2
1,3,"3_3014464^N+","Franowo",0,499841,1,2
1,3,"3_3014466^N+","Franowo",0,499841,1,2
1,3,"3_3014468^N+","Franowo",0,499841,1,2
1,3,"3_3014479^N+","Franowo",0,499841,1,3
1,3,"3_3014481^N+","Franowo",0,499841,1,3
1,3,"3_3014483^N+","Franowo",0,499841,1,3
1,3,"3_3014485^N+","Franowo",0,499841,1,3
1,3,"3_3014487^N+","Franowo",0,499841,1,3
1,3,"3_3014489^N+","Franowo",0,499841,1,3
1,3,"3_3014491^N+","Franowo",0,499841,1,3
1,3,"3_3014493^N+","Franowo",0,499841,1,3
1,3,"3_3014495^N+","Franowo",0,499841,1,3
1,3,"3_3014502^N+","Franowo",0,499841,1,4
1,3,"3_3014504^N+","Franowo",0,499841,1,4
1,3,"3_3014506^N+","Franowo",0,499841,1,4
1,3,"3_3014508^N+","Franowo",0,499841,1,4
1,3,"3_3014510^N+","Franowo",0,499841,1,4
1,3,"3_3014512^N+","Franowo",0,499841,1,4
1,3,"3_3014514^N+","Franowo",0,499841,1,4
1,3,"3_3014516^N+","Franowo",0,499841,1,4
1,3,"3_3014518^N+","Franowo",0,499841,1,4
1,3,"3_3014520^N+","Franowo",0,499841,1,4
1,3,"3_3014530^N+","Franowo",0,499841,1,6
1,3,"3_3014532^N+","Franowo",0,499841,1,6
1,3,"3_3014534^N+","Franowo",0,499841,1,6
1,3,"3_3014536^N+","Franowo",0,499841,1,6
1,3,"3_3014538^N+","Franowo",0,499841,1,6
1,3,"3_3014540^N+","Franowo",0,499841,1,6
1,3,"3_3014542^N+","Franowo",0,499841,1,6
1,3,"3_3014544^N+","Franowo",0,499841,1,6
1,3,"3_3014546^N+","Franowo",0,499841,1,6
1,3,"3_3014548^N+","Franowo",0,499841,1,6
1,3,"3_3015948^N+","Franowo",0,499841,1,5
1,3,"3_3015950^N+","Franowo",0,499841,1,5
1,3,"3_3015952^N+","Franowo",0,499841,1,5
1,3,"3_3015954^N+","Franowo",0,499841,1,5
1,3,"3_3015956^N+","Franowo",0,499841,1,5
1,3,"3_3015958^N+","Franowo",0,499841,1,5
1,3,"3_3015960^N+","Franowo",0,499841,1,5
1,3,"3_3015962^N+","Franowo",0,499841,1,5
1,3,"3_3015964^N+","Franowo",0,499841,1,5
1,3,"3_3014427^N+","Junikowo",1,499842,1,1
1,3,"3_3014429^N+","Junikowo",1,499842,1,1
1,3,"3_3014431^N+","Junikowo",1,499842,1,1
1,3,"3_3014433^N+","Junikowo",1,499842,1,1
1,3,"3_3014435^N+","Junikowo",1,499842,1,1
1,3,"3_3014437^N+","Junikowo",1,499842,1,1
1,3,"3_3014439^N+","Junikowo",1,499842,1,1
1,3,"3_3014441^N+","Junikowo",1,499842,1,1
1,3,"3_3014443^N+","Junikowo",1,499842,1,1
1,3,"3_3014445^N+","Junikowo",1,499842,1,1
1,3,"3_3014451^N+","Junikowo",1,499842,1,2
1,3,"3_3014453^N+","Junikowo",1,499842,1,2
1,3,"3_3014455^N+","Junikowo",1,499842,1,2
1,3,"3_3014457^N+","Junikowo",1,499842,1,2
1,3,"3_3014459^N+","Junikowo",1,499842,1,2
1,3,"3_3014461^N+","Junikowo",1,499842,1,2
1,3,"3_3014463^N+","Junikowo",1,499842,1,2
1,3,"3_3014465^N+","Junikowo",1,499842,1,2
1,3,"3_3014467^N+","Junikowo",1,499842,1,2
1,3,"3_3014478^N+","Junikowo",1,499842,1,3
1,3,"3_3014480^N+","Junikowo",1,499842,1,3
1,3,"3_3014482^N+","Junikowo",1,499842,1,3
1,3,"3_3014484^N+","Junikowo",1,499842,1,3
1,3,"3_3014486^N+","Junikowo",1,499842,1,3
1,3,"3_3014488^N+","Junikowo",1,499842,1,3
1,3,"3_3014490^N+","Junikowo",1,499842,1,3
1,3,"3_3014492^N+","Junikowo",1,499842,1,3
1,3,"3_3014494^N+","Junikowo",1,499842,1,3
1,3,"3_3014501^N+","Junikowo",1,499842,1,4
1,3,"3_3014503^N+","Junikowo",1,499842,1,4
1,3,"3_3014505^N+","Junikowo",1,499842,1,4
1,3,"3_3014507^N+","Junikowo",1,499842,1,4
1,3,"3_3014509^N+","Junikowo",1,499842,1,4
1,3,"3_3014511^N+","Junikowo",1,499842,1,4
1,3,"3_3014513^N+","Junikowo",1,499842,1,4
1,3,"3_3014515^N+","Junikowo",1,499842,1,4
1,3,"3_3014517^N+","Junikowo",1,499842,1,4
1,3,"3_3014519^N+","Junikowo",1,499842,1,4
1,3,"3_3014529^N+","Junikowo",1,499842,1,6
1,3,"3_3014531^N+","Junikowo",1,499842,1,6
1,3,"3_3014533^N+","Junikowo",1,499842,1,6
1,3,"3_3014535^N+","Junikowo",1,499842,1,6
1,3,"3_3014537^N+","Junikowo",1,499842,1,6
1,3,"3_3014539^N+","Junikowo",1,499842,1,6
1,3,"3_3014541^N+","Junikowo",1,499842,1,6
1,3,"3_3014543^N+","Junikowo",1,499842,1,6
1,3,"3_3014545^N+","Junikowo",1,499842,1,6
1,3,"3_3014547^N+","Junikowo",1,499842,1,6
1,3,"3_3015947^N+","Junikowo",1,499842,1,5
1,3,"3_3015949^N+","Junikowo",1,499842,1,5
1,3,"3_3015951^N+","Junikowo",1,499842,1,5
1,3,"3_3015953^N+","Junikowo",1,499842,1,5
1,3,"3_3015955^N+","Junikowo",1,499842,1,5
1,3,"3_3015957^N+","Junikowo",1,499842,1,5
1,3,"3_3015959^N+","Junikowo",1,499842,1,5
1,3,"3_3015961^N+","Junikowo",1,499842,1,5
1,3,"3_3015963^N+","Junikowo",1,499842,1,5
1,3,"3_3014477^N","Franowo",0,499882,1,3
1,3,"3_3014496^N,S","Starołęka PKM",1,499889,1,3
1,3,"3_3015965^N,S","Starołęka PKM",1,499889,1,5
1,4,"4_3017054^N+","Franowo",0,499841,1,2
1,4,"4_3017056^N+","Franowo",0,499841,1,2
1,4,"4_3017058^N+","Franowo",0,499841,1,2
1,4,"4_3017060^N+","Franowo",0,499841,1,2
1,4,"4_3017062^N+","Franowo",0,499841,1,2
1,4,"4_3017064^N+","Franowo",0,499841,1,2
1,4,"4_3017066^N+","Franowo",0,499841,1,2
1,4,"4_3017068^N+","Franowo",0,499841,1,2
1,4,"4_3017074^N+","Franowo",0,499841,1,3
1,4,"4_3017076^N+","Franowo",0,499841,1,3
1,4,"4_3017078^N+","Franowo",0,499841,1,3
1,4,"4_3017080^N+","Franowo",0,499841,1,3
1,4,"4_3017082^N+","Franowo",0,499841,1,3
1,4,"4_3017084^N+","Franowo",0,499841,1,3
1,4,"4_3017086^N+","Franowo",0,499841,1,3
1,4,"4_3017088^N+","Franowo",0,499841,1,3
1,4,"4_3017090^N+","Franowo",0,499841,1,3
1,4,"4_3017097^N+","Franowo",0,499841,1,4
1,4,"4_3017099^N+","Franowo",0,499841,1,4
1,4,"4_3017101^N+","Franowo",0,499841,1,4
1,4,"4_3017103^N+","Franowo",0,499841,1,4
1,4,"4_3017105^N+","Franowo",0,499841,1,4
1,4,"4_3017107^N+","Franowo",0,499841,1,4
1,4,"4_3017109^N+","Franowo",0,499841,1,4
1,4,"4_3017111^N+","Franowo",0,499841,1,4
1,4,"4_3017113^N+","Franowo",0,499841,1,4
1,4,"4_3017120^N+","Franowo",0,499841,1,5
1,4,"4_3017122^N+","Franowo",0,499841,1,5
1,4,"4_3017124^N+","Franowo",0,499841,1,5
1,4,"4_3017126^N+","Franowo",0,499841,1,5
1,4,"4_3017128^N+","Franowo",0,499841,1,5
1,4,"4_3017130^N+","Franowo",0,499841,1,5
1,4,"4_3017132^N+","Franowo",0,499841,1,5
1,4,"4_3017134^N+","Franowo",0,499841,1,5
1,4,"4_3017136^N+","Franowo",0,499841,1,5
1,4,"4_3017148^N+","Franowo",0,499841,1,6
1,4,"4_3017150^N+","Franowo",0,499841,1,6
1,4,"4_3017152^N+","Franowo",0,499841,1,6
1,4,"4_3017154^N+","Franowo",0,499841,1,6
1,4,"4_3017156^N+","Franowo",0,499841,1,6
1,4,"4_3017158^N+","Franowo",0,499841,1,6
1,4,"4_3017160^N+","Franowo",0,499841,1,6
1,4,"4_3019297^N+","Franowo",0,499841,1,1
1,4,"4_3019299^N+","Franowo",0,499841,1,1
1,4,"4_3019301^N+","Franowo",0,499841,1,1
1,4,"4_3019303^N+","Franowo",0,499841,1,1
1,4,"4_3019305^N+","Franowo",0,499841,1,1
1,4,"4_3019307^N+","Franowo",0,499841,1,1
1,4,"4_3019309^N+","Franowo",0,499841,1,1
1,4,"4_3017053^N+","Junikowo",1,499842,1,2
1,4,"4_3017055^N+","Junikowo",1,499842,1,2
1,4,"4_3017057^N+","Junikowo",1,499842,1,2
1,4,"4_3017059^N+","Junikowo",1,499842,1,2
1,4,"4_3017061^N+","Junikowo",1,499842,1,2
1,4,"4_3017063^N+","Junikowo",1,499842,1,2
1,4,"4_3017065^N+","Junikowo",1,499842,1,2
1,4,"4_3017067^N+","Junikowo",1,499842,1,2
1,4,"4_3017075^N+","Junikowo",1,499842,1,3
1,4,"4_3017077^N+","Junikowo",1,499842,1,3
1,4,"4_3017079^N+","Junikowo",1,499842,1,3
1,4,"4_3017081^N+","Junikowo",1,499842,1,3
1,4,"4_3017083^N+","Junikowo",1,499842,1,3
1,4,"4_3017085^N+","Junikowo",1,499842,1,3
1,4,"4_3017087^N+","Junikowo",1,499842,1,3
1,4,"4_3017089^N+","Junikowo",1,499842,1,3
1,4,"4_3017096^N+","Junikowo",1,499842,1,4
1,4,"4_3017098^N+","Junikowo",1,499842,1,4
1,4,"4_3017100^N+","Junikowo",1,499842,1,4
1,4,"4_3017102^N+","Junikowo",1,499842,1,4
1,4,"4_3017104^N+","Junikowo",1,499842,1,4
1,4,"4_3017106^N+","Junikowo",1,499842,1,4
1,4,"4_3017108^N+","Junikowo",1,499842,1,4
1,4,"4_3017110^N+","Junikowo",1,499842,1,4
1,4,"4_3017112^N+","Junikowo",1,499842,1,4
1,4,"4_3017119^N+","Junikowo",1,499842,1,5
1,4,"4_3017121^N+","Junikowo",1,499842,1,5
1,4,"4_3017123^N+","Junikowo",1,499842,1,5
1,4,"4_3017125^N+","Junikowo",1,499842,1,5
1,4,"4_3017127^N+","Junikowo",1,499842,1,5
1,4,"4_3017129^N+","Junikowo",1,499842,1,5
1,4,"4_3017131^N+","Junikowo",1,499842,1,5
1,4,"4_3017133^N+","Junikowo",1,499842,1,5
1,4,"4_3017135^N+","Junikowo",1,499842,1,5
1,4,"4_3017147^N+","Junikowo",1,499842,1,6
1,4,"4_3017149^N+","Junikowo",1,499842,1,6
1,4,"4_3017151^N+","Junikowo",1,499842,1,6
1,4,"4_3017153^N+","Junikowo",1,499842,1,6
1,4,"4_3017155^N+","Junikowo",1,499842,1,6
1,4,"4_3017157^N+","Junikowo",1,499842,1,6
1,4,"4_3017159^N+","Junikowo",1,499842,1,6
1,4,"4_3019296^N+","Junikowo",1,499842,1,1
1,4,"4_3019298^N+","Junikowo",1,499842,1,1
1,4,"4_3019300^N+","Junikowo",1,499842,1,1
1,4,"4_3019302^N+","Junikowo",1,499842,1,1
1,4,"4_3019304^N+","Junikowo",1,499842,1,1
1,4,"4_3019306^N+","Junikowo",1,499842,1,1
1,4,"4_3019308^N+","Junikowo",1,499842,1,1
1,4,"4_3017036^N","Franowo",0,499882,1,10
